#,label,environment,wifi_band,number_of_users,user_1_location,user_2_location,user_3_location,user_4_location,user_5_location,user_6_location,user_1_activity,user_2_activity,user_3_activity,user_4_activity,user_5_activity,user_6_activity
1705,act_18_22,classroom,2.4,5,c,,e,a,b,d,jump,,lie_down,pick_up,sit_down,wave
1708,act_18_25,classroom,2.4,5,c,,e,a,b,d,pick_up,,stand_up,nothing,walk,sit_down
1710,act_18_27,classroom,2.4,5,c,,e,a,b,d,stand_up,,walk,rotation,jump,nothing
1713,act_18_30,classroom,2.4,5,d,,a,b,c,e,rotation,,wave,lie_down,pick_up,jump
1734,act_18_51,classroom,2.4,5,a,,c,d,e,b,lie_down,,pick_up,pick_up,sit_down,lie_down
1735,act_18_52,classroom,2.4,5,a,,c,d,e,b,pick_up,,sit_down,sit_down,stand_up,pick_up
1736,act_18_53,classroom,2.4,5,a,,c,d,e,b,sit_down,,stand_up,stand_up,nothing,sit_down
1743,act_18_60,classroom,2.4,5,b,,d,e,a,c,lie_down,,pick_up,pick_up,sit_down,lie_down
1751,act_18_68,classroom,2.4,5,c,,e,a,b,d,wave,,wave,lie_down,lie_down,wave
1758,act_18_75,classroom,2.4,5,d,,a,b,c,e,rotation,,rotation,jump,jump,rotation
1760,act_18_77,classroom,2.4,5,d,,a,b,c,e,wave,,wave,lie_down,lie_down,wave
1762,act_18_79,classroom,2.4,5,d,,a,b,c,e,pick_up,,pick_up,sit_down,sit_down,pick_up
1763,act_18_80,classroom,2.4,5,d,,a,b,c,e,sit_down,,sit_down,stand_up,stand_up,sit_down
1764,act_18_81,classroom,2.4,5,d,,a,b,c,e,stand_up,,stand_up,nothing,nothing,stand_up
1772,act_18_89,classroom,2.4,5,e,,b,c,d,a,sit_down,,sit_down,sit_down,stand_up,sit_down
1793,act_19_11,classroom,5.0,1,b,,,,,,walk,,,,,
1797,act_19_15,classroom,5.0,1,b,,,,,,lie_down,,,,,
1799,act_19_17,classroom,5.0,1,b,,,,,,sit_down,,,,,
1803,act_19_21,classroom,5.0,1,c,,,,,,rotation,,,,,
1805,act_19_23,classroom,5.0,1,c,,,,,,wave,,,,,
1811,act_19_29,classroom,5.0,1,d,,,,,,walk,,,,,
1817,act_19_35,classroom,5.0,1,d,,,,,,sit_down,,,,,
1824,act_19_42,classroom,5.0,1,e,,,,,,lie_down,,,,,
1827,act_19_45,classroom,5.0,1,e,,,,,,stand_up,,,,,
1829,act_19_47,classroom,5.0,1,a,,,,,,walk,,,,,
1839,act_19_57,classroom,5.0,1,b,,,,,,rotation,,,,,
1842,act_19_60,classroom,5.0,1,b,,,,,,lie_down,,,,,
1844,act_19_62,classroom,5.0,1,b,,,,,,sit_down,,,,,
1853,act_19_71,classroom,5.0,1,c,,,,,,sit_down,,,,,
1854,act_19_72,classroom,5.0,1,c,,,,,,stand_up,,,,,
1855,act_19_73,classroom,5.0,1,d,,,,,,nothing,,,,,
1866,act_19_84,classroom,5.0,1,e,,,,,,rotation,,,,,
1869,act_19_87,classroom,5.0,1,e,,,,,,lie_down,,,,,
1876,act_19_94,classroom,5.0,1,a,,,,,,jump,,,,,
1885,act_20_4,classroom,5.0,1,,b,,,,,,wave,,,,
1888,act_20_7,classroom,5.0,1,,b,,,,,,sit_down,,,,
1896,act_20_15,classroom,5.0,1,,c,,,,,,pick_up,,,,
1900,act_20_19,classroom,5.0,1,,d,,,,,,walk,,,,
1907,act_20_26,classroom,5.0,1,,d,,,,,,stand_up,,,,
1909,act_20_28,classroom,5.0,1,,e,,,,,,walk,,,,
1914,act_20_33,classroom,5.0,1,,e,,,,,,pick_up,,,,
1918,act_20_37,classroom,5.0,1,,a,,,,,,walk,,,,
1926,act_20_45,classroom,5.0,1,,a,,,,,,nothing,,,,
1928,act_20_47,classroom,5.0,1,,b,,,,,,walk,,,,
1931,act_20_50,classroom,5.0,1,,b,,,,,,wave,,,,
1932,act_20_51,classroom,5.0,1,,b,,,,,,lie_down,,,,
1934,act_20_53,classroom,5.0,1,,b,,,,,,sit_down,,,,
1940,act_20_59,classroom,5.0,1,,c,,,,,,wave,,,,
1950,act_20_69,classroom,5.0,1,,d,,,,,,lie_down,,,,
1960,act_20_79,classroom,5.0,1,,e,,,,,,pick_up,,,,
1961,act_20_80,classroom,5.0,1,,e,,,,,,sit_down,,,,
1970,act_20_89,classroom,5.0,1,,a,,,,,,sit_down,,,,
1971,act_20_90,classroom,5.0,1,,a,,,,,,stand_up,,,,
1977,act_20_96,classroom,5.0,1,,b,,,,,,lie_down,,,,
1981,act_21_1,classroom,5.0,1,,,c,,,,,,rotation,,,
1987,act_21_7,classroom,5.0,1,,,c,,,,,,stand_up,,,
1991,act_21_11,classroom,5.0,1,,,d,,,,,,jump,,,
1995,act_21_15,classroom,5.0,1,,,d,,,,,,sit_down,,,
1998,act_21_18,classroom,5.0,1,,,d,,,,,,walk,,,
1999,act_21_19,classroom,5.0,1,,,e,,,,,,rotation,,,
2001,act_21_21,classroom,5.0,1,,,e,,,,,,wave,,,
2027,act_21_47,classroom,5.0,1,,,c,,,,,,rotation,,,
2028,act_21_48,classroom,5.0,1,,,c,,,,,,jump,,,
2033,act_21_53,classroom,5.0,1,,,c,,,,,,stand_up,,,
2034,act_21_54,classroom,5.0,1,,,c,,,,,,nothing,,,
2044,act_21_64,classroom,5.0,1,,,e,,,,,,nothing,,,
2045,act_21_65,classroom,5.0,1,,,e,,,,,,walk,,,
2048,act_21_68,classroom,5.0,1,,,e,,,,,,wave,,,
2049,act_21_69,classroom,5.0,1,,,e,,,,,,lie_down,,,
2050,act_21_70,classroom,5.0,1,,,e,,,,,,pick_up,,,
2051,act_21_71,classroom,5.0,1,,,e,,,,,,sit_down,,,
2052,act_21_72,classroom,5.0,1,,,e,,,,,,stand_up,,,
2057,act_21_77,classroom,5.0,1,,,a,,,,,,wave,,,
2061,act_21_81,classroom,5.0,1,,,a,,,,,,stand_up,,,
2063,act_21_83,classroom,5.0,1,,,b,,,,,,walk,,,
2065,act_21_85,classroom,5.0,1,,,b,,,,,,jump,,,
2066,act_21_86,classroom,5.0,1,,,b,,,,,,wave,,,
2072,act_21_92,classroom,5.0,1,,,c,,,,,,walk,,,
2075,act_21_95,classroom,5.0,1,,,c,,,,,,wave,,,
2080,act_22_1,classroom,5.0,1,,,,d,,,,,,jump,,
2083,act_22_4,classroom,5.0,1,,,,d,,,,,,pick_up,,
2106,act_22_27,classroom,5.0,1,,,,a,,,,,,rotation,,
2107,act_22_28,classroom,5.0,1,,,,b,,,,,,jump,,
2114,act_22_35,classroom,5.0,1,,,,b,,,,,,walk,,
2117,act_22_38,classroom,5.0,1,,,,c,,,,,,wave,,
2121,act_22_42,classroom,5.0,1,,,,c,,,,,,stand_up,,
2126,act_22_47,classroom,5.0,1,,,,d,,,,,,rotation,,
2137,act_22_58,classroom,5.0,1,,,,e,,,,,,wave,,
2138,act_22_59,classroom,5.0,1,,,,e,,,,,,lie_down,,
2140,act_22_61,classroom,5.0,1,,,,e,,,,,,sit_down,,
2142,act_22_63,classroom,5.0,1,,,,e,,,,,,nothing,,
2144,act_22_65,classroom,5.0,1,,,,a,,,,,,rotation,,
2157,act_22_78,classroom,5.0,1,,,,b,,,,,,pick_up,,
2163,act_22_84,classroom,5.0,1,,,,c,,,,,,rotation,,
2181,act_23_3,classroom,5.0,1,,,,,e,,,,,,pick_up,
2191,act_23_13,classroom,5.0,1,,,,,a,,,,,,sit_down,
2193,act_23_15,classroom,5.0,1,,,,,a,,,,,,nothing,
2194,act_23_16,classroom,5.0,1,,,,,a,,,,,,walk,
2199,act_23_21,classroom,5.0,1,,,,,b,,,,,,pick_up,
2201,act_23_23,classroom,5.0,1,,,,,b,,,,,,stand_up,
2204,act_23_26,classroom,5.0,1,,,,,b,,,,,,rotation,
2205,act_23_27,classroom,5.0,1,,,,,b,,,,,,jump,
2206,act_23_28,classroom,5.0,1,,,,,c,,,,,,wave,
2220,act_23_42,classroom,5.0,1,,,,,d,,,,,,nothing,
2244,act_23_66,classroom,5.0,1,,,,,b,,,,,,jump,
2248,act_23_70,classroom,5.0,1,,,,,b,,,,,,sit_down,
2256,act_23_78,classroom,5.0,1,,,,,c,,,,,,pick_up,
2266,act_23_88,classroom,5.0,1,,,,,d,,,,,,sit_down,
2279,act_24_2,classroom,5.0,1,,,,,,a,,,,,,walk
2280,act_24_3,classroom,5.0,1,,,,,,a,,,,,,rotation
2290,act_24_13,classroom,5.0,1,,,,,,b,,,,,,jump
2294,act_24_17,classroom,5.0,1,,,,,,b,,,,,,sit_down
2323,act_24_46,classroom,5.0,1,,,,,,a,,,,,,nothing
2328,act_24_51,classroom,5.0,1,,,,,,a,,,,,,lie_down
2337,act_24_60,classroom,5.0,1,,,,,,b,,,,,,lie_down
2344,act_24_67,classroom,5.0,1,,,,,,c,,,,,,jump
2350,act_24_73,classroom,5.0,1,,,,,,d,,,,,,nothing
2354,act_24_77,classroom,5.0,1,,,,,,d,,,,,,wave
2356,act_24_79,classroom,5.0,1,,,,,,d,,,,,,pick_up
2357,act_24_80,classroom,5.0,1,,,,,,d,,,,,,sit_down
2360,act_24_83,classroom,5.0,1,,,,,,e,,,,,,walk
2366,act_24_89,classroom,5.0,1,,,,,,e,,,,,,sit_down
2369,act_24_92,classroom,5.0,1,,,,,,a,,,,,,walk
2372,act_24_95,classroom,5.0,1,,,,,,a,,,,,,wave
2383,act_25_7,classroom,5.0,2,a,b,,,,,pick_up,sit_down,,,,
2384,act_25_8,classroom,5.0,2,a,b,,,,,sit_down,stand_up,,,,
2386,act_25_10,classroom,5.0,2,b,c,,,,,nothing,walk,,,,
2394,act_25_18,classroom,5.0,2,b,c,,,,,stand_up,nothing,,,,
2397,act_25_21,classroom,5.0,2,c,d,,,,,rotation,jump,,,,
2404,act_25_28,classroom,5.0,2,d,e,,,,,nothing,walk,,,,
2409,act_25_33,classroom,5.0,2,d,e,,,,,lie_down,pick_up,,,,
2420,act_25_44,classroom,5.0,2,e,a,,,,,sit_down,stand_up,,,,
2422,act_25_46,classroom,5.0,2,a,b,,,,,nothing,nothing,,,,
2428,act_25_52,classroom,5.0,2,a,b,,,,,pick_up,pick_up,,,,
2429,act_25_53,classroom,5.0,2,a,b,,,,,sit_down,sit_down,,,,
2431,act_25_55,classroom,5.0,2,b,c,,,,,nothing,nothing,,,,
2434,act_25_58,classroom,5.0,2,b,c,,,,,jump,jump,,,,
2444,act_25_68,classroom,5.0,2,c,d,,,,,wave,wave,,,,
2455,act_25_79,classroom,5.0,2,d,e,,,,,pick_up,pick_up,,,,
2467,act_25_91,classroom,5.0,2,a,b,,,,,nothing,nothing,,,,
2470,act_25_94,classroom,5.0,2,a,b,,,,,jump,jump,,,,
2473,act_25_97,classroom,5.0,2,a,b,,,,,pick_up,pick_up,,,,
2476,act_26_1,classroom,5.0,2,,,c,d,,,,,rotation,jump,,
2480,act_26_5,classroom,5.0,2,,,c,d,,,,,pick_up,sit_down,,
2483,act_26_8,classroom,5.0,2,,,c,d,,,,,nothing,walk,,
2490,act_26_15,classroom,5.0,2,,,d,e,,,,,sit_down,stand_up,,
2492,act_26_17,classroom,5.0,2,,,d,e,,,,,nothing,walk,,
2494,act_26_19,classroom,5.0,2,,,e,a,,,,,rotation,jump,,
2495,act_26_20,classroom,5.0,2,,,e,a,,,,,jump,wave,,
2497,act_26_22,classroom,5.0,2,,,e,a,,,,,lie_down,pick_up,,
2503,act_26_28,classroom,5.0,2,,,a,b,,,,,rotation,jump,,
2505,act_26_30,classroom,5.0,2,,,a,b,,,,,wave,lie_down,,
2512,act_26_37,classroom,5.0,2,,,b,c,,,,,rotation,jump,,
2530,act_26_55,classroom,5.0,2,,,d,e,,,,,walk,walk,,
2531,act_26_56,classroom,5.0,2,,,d,e,,,,,rotation,rotation,,
2539,act_26_64,classroom,5.0,2,,,e,a,,,,,nothing,walk,,
2540,act_26_65,classroom,5.0,2,,,e,a,,,,,walk,rotation,,
2542,act_26_67,classroom,5.0,2,,,e,a,,,,,jump,wave,,
2552,act_26_77,classroom,5.0,2,,,a,b,,,,,wave,lie_down,,
2558,act_26_83,classroom,5.0,2,,,b,c,,,,,walk,walk,,
2559,act_26_84,classroom,5.0,2,,,b,c,,,,,rotation,rotation,,
2561,act_26_86,classroom,5.0,2,,,b,c,,,,,wave,wave,,
2569,act_26_94,classroom,5.0,2,,,c,d,,,,,jump,jump,,
2574,act_26_99,classroom,5.0,2,,,c,d,,,,,stand_up,stand_up,,
2591,act_27_17,classroom,5.0,2,,,,,a,b,,,,,rotation,sit_down
2594,act_27_20,classroom,5.0,2,,,,,b,c,,,,,lie_down,walk
2600,act_27_26,classroom,5.0,2,,,,,b,c,,,,,rotation,sit_down
2605,act_27_31,classroom,5.0,2,,,,,c,d,,,,,sit_down,jump
2613,act_27_39,classroom,5.0,2,,,,,d,e,,,,,pick_up,rotation
2633,act_27_59,classroom,5.0,2,,,,,a,b,,,,,pick_up,wave
2636,act_27_62,classroom,5.0,2,,,,,a,b,,,,,nothing,sit_down
2646,act_27_72,classroom,5.0,2,,,,,b,c,,,,,nothing,stand_up
2666,act_27_92,classroom,5.0,2,,,,,e,a,,,,,walk,walk
2668,act_27_94,classroom,5.0,2,,,,,e,a,,,,,jump,jump
2673,act_27_99,classroom,5.0,2,,,,,e,a,,,,,stand_up,stand_up
2675,act_28_2,classroom,5.0,3,a,b,c,,,,walk,rotation,jump,,,
2680,act_28_7,classroom,5.0,3,a,b,c,,,,pick_up,sit_down,stand_up,,,
2682,act_28_9,classroom,5.0,3,a,b,c,,,,stand_up,nothing,walk,,,
2694,act_28_21,classroom,5.0,3,c,d,e,,,,rotation,jump,wave,,,
2696,act_28_23,classroom,5.0,3,c,d,e,,,,wave,lie_down,pick_up,,,
2704,act_28_31,classroom,5.0,3,d,e,a,,,,jump,wave,lie_down,,,
2709,act_28_36,classroom,5.0,3,d,e,a,,,,stand_up,nothing,walk,,,
2712,act_28_39,classroom,5.0,3,e,a,b,,,,rotation,jump,wave,,,
2713,act_28_40,classroom,5.0,3,e,a,b,,,,jump,wave,lie_down,,,
2714,act_28_41,classroom,5.0,3,e,a,b,,,,wave,lie_down,pick_up,,,
2718,act_28_45,classroom,5.0,3,e,a,b,,,,stand_up,nothing,walk,,,
2720,act_28_47,classroom,5.0,3,a,b,c,,,,walk,walk,rotation,,,
2721,act_28_48,classroom,5.0,3,a,b,c,,,,rotation,rotation,jump,,,
2732,act_28_59,classroom,5.0,3,b,c,d,,,,wave,wave,lie_down,,,
2734,act_28_61,classroom,5.0,3,b,c,d,,,,pick_up,pick_up,sit_down,,,
2735,act_28_62,classroom,5.0,3,b,c,d,,,,sit_down,sit_down,stand_up,,,
2737,act_28_64,classroom,5.0,3,c,d,e,,,,nothing,nothing,nothing,,,
2739,act_28_66,classroom,5.0,3,c,d,e,,,,rotation,rotation,rotation,,,
2740,act_28_67,classroom,5.0,3,c,d,e,,,,jump,jump,jump,,,
2741,act_28_68,classroom,5.0,3,c,d,e,,,,wave,wave,wave,,,
2745,act_28_72,classroom,5.0,3,c,d,e,,,,stand_up,stand_up,stand_up,,,
2746,act_28_73,classroom,5.0,3,d,e,a,,,,nothing,nothing,nothing,,,
2748,act_28_75,classroom,5.0,3,d,e,a,,,,rotation,rotation,rotation,,,
2753,act_28_80,classroom,5.0,3,d,e,a,,,,sit_down,sit_down,sit_down,,,
2769,act_28_96,classroom,5.0,3,a,b,c,,,,lie_down,lie_down,lie_down,,,
2773,act_29_1,classroom,5.0,3,,b,,d,,a,,walk,,jump,,nothing
2780,act_29_8,classroom,5.0,3,,b,,d,,a,,stand_up,,walk,,sit_down
2783,act_29_11,classroom,5.0,3,,c,,e,,b,,rotation,,wave,,walk
2786,act_29_14,classroom,5.0,3,,c,,e,,b,,lie_down,,sit_down,,wave
2787,act_29_15,classroom,5.0,3,,c,,e,,b,,pick_up,,stand_up,,lie_down
2791,act_29_19,classroom,5.0,3,,d,,a,,c,,walk,,jump,,nothing
2798,act_29_26,classroom,5.0,3,,d,,a,,c,,stand_up,,walk,,sit_down
2807,act_29_35,classroom,5.0,3,,e,,b,,d,,stand_up,,walk,,sit_down
2809,act_29_37,classroom,5.0,3,,a,,c,,e,,walk,,jump,,nothing
2812,act_29_40,classroom,5.0,3,,a,,c,,e,,wave,,pick_up,,jump
2815,act_29_43,classroom,5.0,3,,a,,c,,e,,sit_down,,nothing,,pick_up
2818,act_29_46,classroom,5.0,3,,b,,d,,a,,nothing,,walk,,nothing
2825,act_29_53,classroom,5.0,3,,b,,d,,a,,sit_down,,stand_up,,sit_down
2833,act_29_61,classroom,5.0,3,,c,,e,,b,,pick_up,,sit_down,,pick_up
2839,act_29_67,classroom,5.0,3,,d,,a,,c,,jump,,wave,,jump
2840,act_29_68,classroom,5.0,3,,d,,a,,c,,wave,,lie_down,,wave
2845,act_29_73,classroom,5.0,3,,e,,b,,d,,nothing,,walk,,nothing
2850,act_29_78,classroom,5.0,3,,e,,b,,d,,lie_down,,pick_up,,lie_down
2853,act_29_81,classroom,5.0,3,,e,,b,,d,,stand_up,,nothing,,stand_up
2864,act_29_92,classroom,5.0,3,,b,,d,,a,,walk,,walk,,walk
2867,act_29_95,classroom,5.0,3,,b,,d,,a,,wave,,wave,,wave
2870,act_29_98,classroom,5.0,3,,b,,d,,a,,sit_down,,sit_down,,sit_down
2872,act_30_1,classroom,5.0,3,a,,,,e,b,nothing,,,,wave,walk
2873,act_30_2,classroom,5.0,3,a,,,,e,b,walk,,,,lie_down,rotation
2876,act_30_5,classroom,5.0,3,a,,,,e,b,wave,,,,stand_up,lie_down
2879,act_30_8,classroom,5.0,3,a,,,,e,b,sit_down,,,,rotation,stand_up
2892,act_30_21,classroom,5.0,3,c,,,,b,d,rotation,,,,pick_up,jump
2897,act_30_26,classroom,5.0,3,c,,,,b,d,sit_down,,,,rotation,stand_up
2899,act_30_28,classroom,5.0,3,d,,,,c,e,nothing,,,,wave,walk
2912,act_30_41,classroom,5.0,3,e,,,,d,a,wave,,,,stand_up,lie_down
2915,act_30_44,classroom,5.0,3,e,,,,d,a,sit_down,,,,rotation,stand_up
2921,act_30_50,classroom,5.0,3,a,,,,e,b,wave,,,,pick_up,wave
2924,act_30_53,classroom,5.0,3,a,,,,e,b,sit_down,,,,nothing,sit_down
2932,act_30_61,classroom,5.0,3,b,,,,a,c,pick_up,,,,stand_up,pick_up
2947,act_30_76,classroom,5.0,3,d,,,,c,e,jump,,,,wave,jump
2951,act_30_80,classroom,5.0,3,d,,,,c,e,sit_down,,,,stand_up,sit_down
2959,act_30_88,classroom,5.0,3,e,,,,d,a,pick_up,,,,sit_down,pick_up
2962,act_30_91,classroom,5.0,3,a,,,,e,b,nothing,,,,nothing,nothing
2965,act_30_94,classroom,5.0,3,a,,,,e,b,jump,,,,jump,jump
2968,act_30_97,classroom,5.0,3,a,,,,e,b,pick_up,,,,pick_up,pick_up
2970,act_30_99,classroom,5.0,3,a,,,,e,b,stand_up,,,,stand_up,stand_up
2976,act_31_6,classroom,5.0,4,a,b,c,d,,,lie_down,pick_up,sit_down,stand_up,,
2977,act_31_7,classroom,5.0,4,a,b,c,d,,,pick_up,sit_down,stand_up,nothing,,
2979,act_31_9,classroom,5.0,4,a,b,c,d,,,stand_up,nothing,walk,rotation,,
2984,act_31_14,classroom,5.0,4,b,c,d,e,,,wave,lie_down,pick_up,sit_down,,
2990,act_31_20,classroom,5.0,4,c,d,e,a,,,walk,rotation,jump,wave,,
3005,act_31_35,classroom,5.0,4,d,e,a,b,,,sit_down,stand_up,nothing,walk,,
3006,act_31_36,classroom,5.0,4,d,e,a,b,,,stand_up,nothing,walk,rotation,,
3010,act_31_40,classroom,5.0,4,e,a,b,c,,,jump,wave,lie_down,pick_up,,
3021,act_31_51,classroom,5.0,4,a,b,c,d,,,lie_down,lie_down,pick_up,pick_up,,
3029,act_31_59,classroom,5.0,4,b,c,d,e,,,wave,wave,lie_down,lie_down,,
3031,act_31_61,classroom,5.0,4,b,c,d,e,,,pick_up,pick_up,sit_down,sit_down,,
3037,act_31_67,classroom,5.0,4,c,d,e,a,,,jump,jump,jump,wave,,
3041,act_31_71,classroom,5.0,4,c,d,e,a,,,sit_down,sit_down,sit_down,stand_up,,
3042,act_31_72,classroom,5.0,4,c,d,e,a,,,stand_up,stand_up,stand_up,nothing,,
3043,act_31_73,classroom,5.0,4,d,e,a,b,,,nothing,nothing,nothing,walk,,
3052,act_31_82,classroom,5.0,4,e,a,b,c,,,nothing,nothing,nothing,nothing,,
3055,act_31_85,classroom,5.0,4,e,a,b,c,,,jump,jump,jump,jump,,
3057,act_31_87,classroom,5.0,4,e,a,b,c,,,lie_down,lie_down,lie_down,lie_down,,
3068,act_31_98,classroom,5.0,4,a,b,c,d,,,sit_down,sit_down,sit_down,sit_down,,
3073,act_32_4,classroom,5.0,4,,b,,d,e,a,,wave,,pick_up,sit_down,jump
3074,act_32_5,classroom,5.0,4,,b,,d,e,a,,lie_down,,sit_down,stand_up,wave
3082,act_32_13,classroom,5.0,4,,c,,e,a,b,,wave,,pick_up,sit_down,jump
3084,act_32_15,classroom,5.0,4,,c,,e,a,b,,pick_up,,stand_up,nothing,lie_down
3087,act_32_18,classroom,5.0,4,,c,,e,a,b,,nothing,,rotation,jump,stand_up
3094,act_32_25,classroom,5.0,4,,d,,a,b,c,,sit_down,,nothing,walk,pick_up
3098,act_32_29,classroom,5.0,4,,e,,b,c,d,,rotation,,wave,lie_down,walk
3100,act_32_31,classroom,5.0,4,,e,,b,c,d,,wave,,pick_up,sit_down,jump
3105,act_32_36,classroom,5.0,4,,e,,b,c,d,,nothing,,rotation,jump,stand_up
3109,act_32_40,classroom,5.0,4,,a,,c,d,e,,wave,,pick_up,sit_down,jump
3118,act_32_49,classroom,5.0,4,,b,,d,e,a,,jump,,wave,lie_down,jump
3125,act_32_56,classroom,5.0,4,,c,,e,a,b,,walk,,rotation,jump,walk
3139,act_32_70,classroom,5.0,4,,d,,a,b,c,,pick_up,,sit_down,sit_down,pick_up
3142,act_32_73,classroom,5.0,4,,e,,b,c,d,,nothing,,walk,walk,nothing
3145,act_32_76,classroom,5.0,4,,e,,b,c,d,,jump,,wave,wave,jump
3148,act_32_79,classroom,5.0,4,,e,,b,c,d,,pick_up,,sit_down,sit_down,pick_up
3153,act_32_84,classroom,5.0,4,,a,,c,d,e,,rotation,,rotation,jump,rotation
3156,act_32_87,classroom,5.0,4,,a,,c,d,e,,lie_down,,lie_down,pick_up,lie_down
3158,act_32_89,classroom,5.0,4,,a,,c,d,e,,sit_down,,sit_down,stand_up,sit_down
3171,act_33_3,classroom,5.0,4,a,,c,,e,b,rotation,,wave,,pick_up,jump
3174,act_33_6,classroom,5.0,4,a,,c,,e,b,lie_down,,sit_down,,nothing,pick_up
3175,act_33_7,classroom,5.0,4,a,,c,,e,b,pick_up,,stand_up,,walk,sit_down
3178,act_33_10,classroom,5.0,4,b,,d,,a,c,nothing,,rotation,,wave,walk
3179,act_33_11,classroom,5.0,4,b,,d,,a,c,walk,,jump,,lie_down,rotation
3180,act_33_12,classroom,5.0,4,b,,d,,a,c,rotation,,wave,,pick_up,jump
3187,act_33_19,classroom,5.0,4,c,,e,,b,d,nothing,,rotation,,wave,walk
3192,act_33_24,classroom,5.0,4,c,,e,,b,d,lie_down,,sit_down,,nothing,pick_up
3193,act_33_25,classroom,5.0,4,c,,e,,b,d,pick_up,,stand_up,,walk,sit_down
3217,act_33_49,classroom,5.0,4,a,,c,,e,b,jump,,wave,,lie_down,jump
3224,act_33_56,classroom,5.0,4,b,,d,,a,c,walk,,rotation,,jump,walk
3225,act_33_57,classroom,5.0,4,b,,d,,a,c,rotation,,jump,,wave,rotation
3226,act_33_58,classroom,5.0,4,b,,d,,a,c,jump,,wave,,lie_down,jump
3229,act_33_61,classroom,5.0,4,b,,d,,a,c,pick_up,,sit_down,,stand_up,pick_up
3231,act_33_63,classroom,5.0,4,b,,d,,a,c,stand_up,,nothing,,walk,stand_up
3240,act_33_72,classroom,5.0,4,c,,e,,b,d,stand_up,,stand_up,,nothing,stand_up
3242,act_33_74,classroom,5.0,4,d,,a,,c,e,walk,,walk,,rotation,walk
3243,act_33_75,classroom,5.0,4,d,,a,,c,e,rotation,,rotation,,jump,rotation
3250,act_33_82,classroom,5.0,4,e,,b,,d,a,nothing,,nothing,,walk,nothing
3267,act_33_99,classroom,5.0,4,a,,c,,e,b,stand_up,,stand_up,,stand_up,stand_up
3268,act_34_1,classroom,5.0,5,a,b,c,d,e,,nothing,walk,rotation,jump,wave,
3272,act_34_5,classroom,5.0,5,a,b,c,d,e,,wave,lie_down,pick_up,sit_down,stand_up,
3274,act_34_7,classroom,5.0,5,a,b,c,d,e,,pick_up,sit_down,stand_up,nothing,walk,
3292,act_34_25,classroom,5.0,5,c,d,e,a,b,,pick_up,sit_down,stand_up,nothing,walk,
3293,act_34_26,classroom,5.0,5,c,d,e,a,b,,sit_down,stand_up,nothing,walk,rotation,
3295,act_34_28,classroom,5.0,5,d,e,a,b,c,,nothing,walk,rotation,jump,wave,
3301,act_34_34,classroom,5.0,5,d,e,a,b,c,,pick_up,sit_down,stand_up,nothing,walk,
3303,act_34_36,classroom,5.0,5,d,e,a,b,c,,stand_up,nothing,walk,rotation,jump,
3305,act_34_38,classroom,5.0,5,e,a,b,c,d,,walk,rotation,jump,wave,lie_down,
3311,act_34_44,classroom,5.0,5,e,a,b,c,d,,sit_down,stand_up,nothing,walk,rotation,
3325,act_34_58,classroom,5.0,5,b,c,d,e,a,,jump,jump,wave,wave,lie_down,
3328,act_34_61,classroom,5.0,5,b,c,d,e,a,,pick_up,pick_up,sit_down,sit_down,stand_up,
3331,act_34_64,classroom,5.0,5,c,d,e,a,b,,nothing,nothing,nothing,walk,walk,
3336,act_34_69,classroom,5.0,5,c,d,e,a,b,,lie_down,lie_down,lie_down,pick_up,pick_up,
3343,act_34_76,classroom,5.0,5,d,e,a,b,c,,jump,jump,jump,wave,wave,
3344,act_34_77,classroom,5.0,5,d,e,a,b,c,,wave,wave,wave,lie_down,lie_down,
3346,act_34_79,classroom,5.0,5,d,e,a,b,c,,pick_up,pick_up,pick_up,sit_down,sit_down,
3355,act_34_88,classroom,5.0,5,e,a,b,c,d,,pick_up,pick_up,pick_up,pick_up,sit_down,
3357,act_34_90,classroom,5.0,5,e,a,b,c,d,,stand_up,stand_up,stand_up,stand_up,nothing,
3369,act_35_3,classroom,5.0,5,,b,c,d,e,a,,jump,wave,lie_down,pick_up,rotation
3374,act_35_8,classroom,5.0,5,,b,c,d,e,a,,stand_up,nothing,walk,rotation,sit_down
3375,act_35_9,classroom,5.0,5,,b,c,d,e,a,,nothing,walk,rotation,jump,stand_up
3377,act_35_11,classroom,5.0,5,,c,d,e,a,b,,rotation,jump,wave,lie_down,walk
3381,act_35_15,classroom,5.0,5,,c,d,e,a,b,,pick_up,sit_down,stand_up,nothing,lie_down
3386,act_35_20,classroom,5.0,5,,d,e,a,b,c,,rotation,jump,wave,lie_down,walk
3390,act_35_24,classroom,5.0,5,,d,e,a,b,c,,pick_up,sit_down,stand_up,nothing,lie_down
3392,act_35_26,classroom,5.0,5,,d,e,a,b,c,,stand_up,nothing,walk,rotation,sit_down
3395,act_35_29,classroom,5.0,5,,e,a,b,c,d,,rotation,jump,wave,lie_down,walk
3418,act_35_52,classroom,5.0,5,,b,c,d,e,a,,pick_up,sit_down,sit_down,stand_up,pick_up
3420,act_35_54,classroom,5.0,5,,b,c,d,e,a,,stand_up,nothing,nothing,walk,stand_up
3421,act_35_55,classroom,5.0,5,,c,d,e,a,b,,nothing,walk,walk,rotation,nothing
3428,act_35_62,classroom,5.0,5,,c,d,e,a,b,,sit_down,stand_up,stand_up,nothing,sit_down
