#,label,environment,wifi_band,number_of_users,user_1_location,user_2_location,user_3_location,user_4_location,user_5_location,user_6_location,user_1_activity,user_2_activity,user_3_activity,user_4_activity,user_5_activity,user_6_activity
10847,act_202_56,classroom,5.0,0,,,,,,,,,,,,
1260,act_13_72,classroom,2.4,4,c,d,e,a,,,stand_up,stand_up,stand_up,nothing,,
8508,act_86_93,empty_room,2.4,4,,b,,d,e,a,,rotation,,rotation,rotation,rotation
3317,act_34_50,classroom,5.0,5,a,b,c,d,e,,wave,wave,lie_down,lie_down,pick_up,
10877,act_202_86,classroom,5.0,0,,,,,,,,,,,,
7475,act_76_50,empty_room,2.4,1,,,,d,,,,,,lie_down,,
712,act_8_19,classroom,2.4,2,,,e,a,,,,,rotation,jump,,
8222,act_84_5,empty_room,2.4,3,a,,,,e,b,wave,,,,stand_up,lie_down
10306,act_105_10,empty_room,5.0,4,b,,d,,a,c,nothing,,rotation,,wave,walk
8604,act_87_90,empty_room,2.4,4,e,,b,,d,a,stand_up,,stand_up,,nothing,stand_up
5817,act_59_75,meeting_room,5.0,1,,,,,c,,,,,,jump,
5915,act_60_74,meeting_room,5.0,1,,,,,,d,,,,,,walk
1373,act_14_86,classroom,2.4,4,,a,,c,d,e,,wave,,wave,lie_down,wave
713,act_8_20,classroom,2.4,2,,,e,a,,,,,jump,wave,,
6605,act_67_71,meeting_room,5.0,4,c,d,e,a,,,sit_down,sit_down,sit_down,stand_up,,
6840,act_70_9,meeting_room,5.0,5,a,b,c,d,e,,stand_up,nothing,walk,rotation,jump,
8789,act_89_77,empty_room,2.4,5,,e,a,b,c,d,,wave,wave,lie_down,lie_down,wave
10398,act_106_3,empty_room,5.0,5,a,b,c,d,e,,rotation,jump,wave,lie_down,pick_up,
8546,act_87_32,empty_room,2.4,4,d,,a,,c,e,wave,,pick_up,,stand_up,lie_down
1483,act_15_97,classroom,2.4,4,a,,c,,e,b,pick_up,,pick_up,,pick_up,pick_up
1490,act_16_5,classroom,2.4,5,a,b,c,d,e,,wave,lie_down,pick_up,sit_down,stand_up,
4696,act_48_43,meeting_room,2.4,3,e,,,,d,a,pick_up,,,,walk,sit_down
3609,act_37_45,meeting_room,2.4,1,e,,,,,,stand_up,,,,,
1795,act_19_13,classroom,5.0,1,b,,,,,,jump,,,,,
4902,act_50_51,meeting_room,2.4,4,,b,,d,e,a,,lie_down,,pick_up,sit_down,lie_down
1822,act_19_40,classroom,5.0,1,e,,,,,,jump,,,,,
7465,act_76_40,empty_room,2.4,1,,,,c,,,,,,pick_up,,
10488,act_106_93,empty_room,5.0,5,a,b,c,d,e,,rotation,rotation,rotation,rotation,rotation,
10985,act_203_95,meeting_room,2.4,0,,,,,,,,,,,,
4416,act_45_60,meeting_room,2.4,2,,,,,a,b,,,,,sit_down,lie_down
1742,act_18_59,classroom,2.4,5,b,,d,e,a,c,wave,,lie_down,lie_down,pick_up,wave
1659,act_17_75,classroom,2.4,5,,e,a,b,c,d,,rotation,rotation,jump,jump,rotation
213,act_3_15,classroom,2.4,1,,,d,,,,,,sit_down,,,
8317,act_85_1,empty_room,2.4,4,a,b,c,d,,,nothing,walk,rotation,jump,,
4769,act_49_17,meeting_room,2.4,4,b,c,d,e,,,sit_down,stand_up,nothing,walk,,
324,act_4_27,classroom,2.4,1,,,,a,,,,,,rotation,,
10639,act_108_46,empty_room,5.0,5,a,,c,d,e,b,nothing,,walk,walk,rotation,nothing
1098,act_12_9,classroom,2.4,3,a,,,,e,b,stand_up,,,,jump,nothing
9968,act_101_68,empty_room,5.0,3,,d,,a,,c,,wave,,lie_down,,wave
1360,act_14_73,classroom,2.4,4,,e,,b,c,d,,nothing,,walk,walk,nothing
335,act_4_38,classroom,2.4,1,,,,c,,,,,,wave,,
11125,act_205_37,empty_room,2.4,0,,,,,,,,,,,,
1614,act_17_30,classroom,2.4,5,,e,a,b,c,d,,jump,wave,lie_down,pick_up,rotation
4924,act_50_73,meeting_room,2.4,4,,e,,b,c,d,,nothing,,walk,walk,nothing
793,act_9_1,classroom,2.4,2,,,,,e,a,,,,,wave,nothing
234,act_3_36,classroom,2.4,1,,,a,,,,,,walk,,,
5000,act_51_50,meeting_room,2.4,4,a,,c,,e,b,wave,,lie_down,,pick_up,wave
4562,act_47_8,meeting_room,2.4,3,,b,,d,,a,,stand_up,,walk,,sit_down
7252,act_74_25,empty_room,2.4,1,,d,,,,,,sit_down,,,,
3839,act_39_77,meeting_room,2.4,1,,,a,,,,,,wave,,,
8643,act_88_30,empty_room,2.4,5,d,e,a,b,c,,rotation,jump,wave,lie_down,pick_up,
7217,act_73_89,empty_room,2.4,1,e,,,,,,sit_down,,,,,
4829,act_49_77,meeting_room,2.4,4,d,e,a,b,,,wave,wave,wave,lie_down,,
9634,act_98_31,empty_room,5.0,2,,,a,b,,,,,lie_down,pick_up,,
10028,act_102_29,empty_room,5.0,3,d,,,,c,e,walk,,,,lie_down,rotation
2949,act_30_78,classroom,5.0,3,d,,,,c,e,lie_down,,,,pick_up,lie_down
5975,act_61_35,meeting_room,5.0,2,d,e,,,,,sit_down,stand_up,,,,
2414,act_25_38,classroom,5.0,2,e,a,,,,,walk,rotation,,,,
7972,act_81_52,empty_room,2.4,2,,,,,e,a,,,,,stand_up,pick_up
5677,act_58_34,meeting_room,5.0,1,,,,b,,,,,,nothing,,
6254,act_64_17,meeting_room,5.0,3,b,c,d,,,,sit_down,stand_up,nothing,,,
7663,act_78_40,empty_room,2.4,1,,,,,,e,,,,,,jump
872,act_9_80,classroom,2.4,2,,,,,c,d,,,,,stand_up,sit_down
7898,act_80_77,empty_room,2.4,2,,,a,b,,,,,wave,lie_down,,
1264,act_13_76,classroom,2.4,4,d,e,a,b,,,jump,jump,jump,wave,,
1619,act_17_35,classroom,2.4,5,,e,a,b,c,d,,stand_up,nothing,walk,rotation,sit_down
6026,act_61_86,meeting_room,5.0,2,e,a,,,,,wave,wave,,,,
6168,act_63_30,meeting_room,5.0,2,,,,,c,d,,,,,pick_up,rotation
8123,act_83_5,empty_room,2.4,3,,b,,d,,a,,lie_down,,sit_down,,wave
9293,act_94_86,empty_room,5.0,1,,,,c,,,,,,wave,,
5982,act_61_42,meeting_room,5.0,2,e,a,,,,,lie_down,pick_up,,,,
9771,act_99_69,empty_room,5.0,2,,,,,b,c,,,,,pick_up,lie_down
1221,act_13_33,classroom,2.4,4,d,e,a,b,,,lie_down,pick_up,sit_down,stand_up,,
8352,act_85_36,empty_room,2.4,4,d,e,a,b,,,stand_up,nothing,walk,rotation,,
1766,act_18_83,classroom,2.4,5,e,,b,c,d,a,walk,,walk,walk,rotation,walk
3835,act_39_73,meeting_room,2.4,1,,,a,,,,,,nothing,,,
2457,act_25_81,classroom,5.0,2,d,e,,,,,stand_up,stand_up,,,,
6956,act_71_26,meeting_room,5.0,5,,d,e,a,b,c,,stand_up,nothing,walk,rotation,sit_down
9839,act_100_38,empty_room,5.0,3,e,a,b,,,,walk,rotation,jump,,,
1514,act_16_29,classroom,2.4,5,d,e,a,b,c,,walk,rotation,jump,wave,lie_down,
10395,act_105_99,empty_room,5.0,4,a,,c,,e,b,stand_up,,stand_up,,stand_up,stand_up
4420,act_45_64,meeting_room,2.4,2,,,,,b,c,,,,,walk,nothing
10066,act_102_67,empty_room,5.0,3,c,,,,b,d,jump,,,,wave,jump
2524,act_26_49,classroom,5.0,2,,,c,d,,,,,wave,wave,,
3380,act_35_14,classroom,5.0,5,,c,d,e,a,b,,lie_down,pick_up,sit_down,stand_up,wave
8665,act_88_52,empty_room,2.4,5,a,b,c,d,e,,pick_up,pick_up,sit_down,sit_down,stand_up,
9729,act_99_27,empty_room,5.0,2,,,,,b,c,,,,,jump,stand_up
4465,act_46_10,meeting_room,2.4,3,b,c,d,,,,nothing,walk,rotation,,,
3942,act_40_81,meeting_room,2.4,1,,,,b,,,,,,nothing,,
8729,act_89_17,empty_room,2.4,5,,c,d,e,a,b,,stand_up,nothing,walk,rotation,sit_down
9717,act_99_15,empty_room,5.0,2,,,,,a,b,,,,,nothing,lie_down
2111,act_22_32,classroom,5.0,1,,,,b,,,,,,sit_down,,
2376,act_24_99,classroom,5.0,1,,,,,,a,,,,,,stand_up
8606,act_87_92,empty_room,2.4,4,a,,c,,e,b,walk,,walk,,walk,walk
3379,act_35_13,classroom,5.0,5,,c,d,e,a,b,,wave,lie_down,pick_up,sit_down,jump
3061,act_31_91,classroom,5.0,4,a,b,c,d,,,nothing,nothing,nothing,nothing,,
6663,act_68_30,meeting_room,5.0,4,,e,,b,c,d,,jump,,lie_down,pick_up,rotation
6158,act_63_20,meeting_room,5.0,2,,,,,b,c,,,,,lie_down,walk
9038,act_92_29,empty_room,5.0,1,,e,,,,,,rotation,,,,
9565,act_97_61,empty_room,5.0,2,b,c,,,,,pick_up,pick_up,,,,
2910,act_30_39,classroom,5.0,3,e,,,,d,a,rotation,,,,pick_up,jump
618,act_7_24,classroom,2.4,2,c,d,,,,,lie_down,pick_up,,,,
2848,act_29_76,classroom,5.0,3,,e,,b,,d,,jump,,wave,,jump
9532,act_97_28,empty_room,5.0,2,d,e,,,,,nothing,walk,,,,
7260,act_74_33,empty_room,2.4,1,,e,,,,,,pick_up,,,,
3708,act_38_45,meeting_room,2.4,1,,a,,,,,,nothing,,,,
7750,act_79_28,empty_room,2.4,2,d,e,,,,,nothing,walk,,,,
5488,act_56_43,meeting_room,5.0,1,,a,,,,,,sit_down,,,,
10025,act_102_26,empty_room,5.0,3,c,,,,b,d,sit_down,,,,rotation,stand_up
746,act_8_53,classroom,2.4,2,,,c,d,,,,,stand_up,stand_up,,
10797,act_202_6,classroom,5.0,0,,,,,,,,,,,,
8487,act_86_72,empty_room,2.4,4,,d,,a,b,c,,stand_up,,nothing,nothing,stand_up
6538,act_67_4,meeting_room,5.0,4,a,b,c,d,,,jump,wave,lie_down,pick_up,,
4085,act_42_26,meeting_room,2.4,1,,,,,,c,,,,,,sit_down
10791,act_201_99,classroom,2.4,0,,,,,,,,,,,,
10754,act_201_62,classroom,2.4,0,,,,,,,,,,,,
10007,act_102_8,empty_room,5.0,3,a,,,,e,b,sit_down,,,,rotation,stand_up
1337,act_14_50,classroom,2.4,4,,b,,d,e,a,,wave,,lie_down,pick_up,wave
5378,act_55_32,meeting_room,5.0,1,d,,,,,,wave,,,,,
10405,act_106_10,empty_room,5.0,5,b,c,d,e,a,,nothing,walk,rotation,jump,wave,
5219,act_53_71,meeting_room,2.4,5,,d,e,a,b,c,,sit_down,sit_down,stand_up,stand_up,sit_down
5768,act_59_26,meeting_room,5.0,1,,,,,b,,,,,,rotation,
4190,act_43_32,meeting_room,2.4,2,d,e,,,,,wave,lie_down,,,,
4666,act_48_13,meeting_room,2.4,3,b,,,,a,c,jump,,,,sit_down,wave
8810,act_89_98,empty_room,2.4,5,,b,c,d,e,a,,sit_down,sit_down,sit_down,sit_down,sit_down
9923,act_101_23,empty_room,5.0,3,,d,,a,,c,,lie_down,,sit_down,,wave
1314,act_14_27,classroom,2.4,4,,d,,a,b,c,,nothing,,rotation,jump,stand_up
3870,act_40_9,meeting_room,2.4,1,,,,d,,,,,,rotation,,
10951,act_203_61,meeting_room,2.4,0,,,,,,,,,,,,
5122,act_52_73,meeting_room,2.4,5,d,e,a,b,c,,nothing,nothing,nothing,walk,walk,
5881,act_60_40,meeting_room,5.0,1,,,,,,e,,,,,,jump
7519,act_76_94,empty_room,2.4,1,,,,d,,,,,,jump,,
8371,act_85_55,empty_room,2.4,4,b,c,d,e,,,nothing,nothing,walk,walk,,
7559,act_77_35,empty_room,2.4,1,,,,,c,,,,,,rotation,
9145,act_93_37,empty_room,5.0,1,,,b,,,,,,rotation,,,
9354,act_95_48,empty_room,5.0,1,,,,,e,,,,,,wave,
654,act_7_60,classroom,2.4,2,b,c,,,,,lie_down,lie_down,,,,
9141,act_93_33,empty_room,5.0,1,,,a,,,,,,sit_down,,,
2270,act_23_92,classroom,5.0,1,,,,,e,,,,,,walk,
4561,act_47_7,meeting_room,2.4,3,,b,,d,,a,,sit_down,,nothing,,pick_up
6871,act_70_40,meeting_room,5.0,5,e,a,b,c,d,,jump,wave,lie_down,pick_up,sit_down,
3510,act_36_45,classroom,5.0,5,e,,b,c,d,a,stand_up,,walk,rotation,jump,nothing
8058,act_82_39,empty_room,2.4,3,e,a,b,,,,rotation,jump,wave,,,
7678,act_78_55,empty_room,2.4,1,,,,,,b,,,,,,nothing
4825,act_49_73,meeting_room,2.4,4,d,e,a,b,,,nothing,nothing,nothing,walk,,
6658,act_68_25,meeting_room,5.0,4,,d,,a,b,c,,sit_down,,nothing,walk,pick_up
9186,act_93_78,empty_room,5.0,1,,,a,,,,,,lie_down,,,
612,act_7_18,classroom,2.4,2,b,c,,,,,stand_up,nothing,,,,
5355,act_55_9,meeting_room,5.0,1,a,,,,,,stand_up,,,,,
2115,act_22_36,classroom,5.0,1,,,,b,,,,,,rotation,,
4130,act_42_71,meeting_room,2.4,1,,,,,,c,,,,,,sit_down
6182,act_63_44,meeting_room,5.0,2,,,,,d,e,,,,,rotation,sit_down
10861,act_202_70,classroom,5.0,0,,,,,,,,,,,,
8986,act_91_76,empty_room,5.0,1,d,,,,,,jump,,,,,
2603,act_27_29,classroom,5.0,2,,,,,c,d,,,,,lie_down,walk
512,act_6_17,classroom,2.4,1,,,,,,b,,,,,,sit_down
7543,act_77_19,empty_room,2.4,1,,,,,b,,,,,,wave,
5557,act_57_13,meeting_room,5.0,1,,,d,,,,,,lie_down,,,
5358,act_55_12,meeting_room,5.0,1,b,,,,,,rotation,,,,,
8994,act_91_84,empty_room,5.0,1,e,,,,,,rotation,,,,,
8409,act_85_93,empty_room,2.4,4,a,b,c,d,,,rotation,rotation,rotation,rotation,,
8419,act_86_4,empty_room,2.4,4,,b,,d,e,a,,wave,,pick_up,sit_down,jump
7112,act_72_83,meeting_room,5.0,5,e,,b,c,d,a,walk,,walk,walk,rotation,walk
7560,act_77_36,empty_room,2.4,1,,,,,c,,,,,,jump,
7573,act_77_49,empty_room,2.4,1,,,,,e,,,,,,lie_down,
11052,act_204_63,meeting_room,5.0,0,,,,,,,,,,,,
6118,act_62_79,meeting_room,5.0,2,,,a,b,,,,,pick_up,sit_down,,
5432,act_55_86,meeting_room,5.0,1,e,,,,,,wave,,,,,
8780,act_89_68,empty_room,2.4,5,,d,e,a,b,c,,wave,wave,lie_down,lie_down,wave
4105,act_42_46,meeting_room,2.4,1,,,,,,a,,,,,,nothing
5861,act_60_20,meeting_room,5.0,1,,,,,,c,,,,,,walk
9545,act_97_41,empty_room,5.0,2,e,a,,,,,wave,lie_down,,,,
11183,act_205_95,empty_room,2.4,0,,,,,,,,,,,,
4949,act_50_98,meeting_room,2.4,4,,b,,d,e,a,,sit_down,,sit_down,sit_down,sit_down
3185,act_33_17,classroom,5.0,4,b,,d,,a,c,sit_down,,nothing,,rotation,stand_up
1110,act_12_21,classroom,2.4,3,c,,,,b,d,rotation,,,,pick_up,jump
7301,act_74_74,empty_room,2.4,1,,e,,,,,,walk,,,,
6456,act_66_21,meeting_room,5.0,3,c,,,,b,d,rotation,,,,pick_up,jump
1039,act_11_49,classroom,2.4,3,,b,,d,,a,,jump,,wave,,jump
21,act_1_21,classroom,2.4,1,c,,,,,,rotation,,,,,
4851,act_49_99,meeting_room,2.4,4,a,b,c,d,,,stand_up,stand_up,stand_up,stand_up,,
5611,act_57_67,meeting_room,5.0,1,,,e,,,,,,jump,,,
9451,act_96_46,empty_room,5.0,1,,,,,,a,,,,,,nothing
11219,act_206_32,empty_room,5.0,0,,,,,,,,,,,,
935,act_10_44,classroom,2.4,3,e,a,b,,,,sit_down,stand_up,nothing,,,
5615,act_57_71,meeting_room,5.0,1,,,e,,,,,,sit_down,,,
8521,act_87_7,empty_room,2.4,4,a,,c,,e,b,pick_up,,stand_up,,walk,sit_down
395,act_4_98,classroom,2.4,1,,,,d,,,,,,sit_down,,
3743,act_38_80,meeting_room,2.4,1,,e,,,,,,sit_down,,,,
1738,act_18_55,classroom,2.4,5,b,,d,e,a,c,nothing,,walk,walk,rotation,nothing
2166,act_22_87,classroom,5.0,1,,,,c,,,,,,lie_down,,
562,act_6_67,classroom,2.4,1,,,,,,c,,,,,,jump
4792,act_49_40,meeting_room,2.4,4,e,a,b,c,,,jump,wave,lie_down,pick_up,,
1163,act_12_74,classroom,2.4,3,d,,,,c,e,walk,,,,rotation,walk
5418,act_55_72,meeting_room,5.0,1,c,,,,,,stand_up,,,,,
4978,act_51_28,meeting_room,2.4,4,d,,a,,c,e,nothing,,rotation,,wave,walk
1730,act_18_47,classroom,2.4,5,a,,c,d,e,b,walk,,rotation,rotation,jump,walk
1528,act_16_43,classroom,2.4,5,e,a,b,c,d,,pick_up,sit_down,stand_up,nothing,walk,
843,act_9_51,classroom,2.4,2,,,,,e,a,,,,,sit_down,lie_down
6115,act_62_76,meeting_room,5.0,2,,,a,b,,,,,jump,wave,,
59,act_1_59,classroom,2.4,1,b,,,,,,wave,,,,,
2866,act_29_94,classroom,5.0,3,,b,,d,,a,,jump,,jump,,jump
3064,act_31_94,classroom,5.0,4,a,b,c,d,,,jump,jump,jump,jump,,
9543,act_97_39,empty_room,5.0,2,e,a,,,,,rotation,jump,,,,
2292,act_24_15,classroom,5.0,1,,,,,,b,,,,,,lie_down
3799,act_39_37,meeting_room,2.4,1,,,b,,,,,,rotation,,,
7679,act_78_56,empty_room,2.4,1,,,,,,b,,,,,,walk
6782,act_69_50,meeting_room,5.0,4,a,,c,,e,b,wave,,lie_down,,pick_up,wave
10836,act_202_45,classroom,5.0,0,,,,,,,,,,,,
6691,act_68_58,meeting_room,5.0,4,,c,,e,a,b,,jump,,wave,lie_down,jump
8855,act_90_44,empty_room,2.4,5,e,,b,c,d,a,sit_down,,nothing,walk,rotation,stand_up
2725,act_28_52,classroom,5.0,3,a,b,c,,,,pick_up,pick_up,sit_down,,,
9190,act_93_82,empty_room,5.0,1,,,b,,,,,,nothing,,,
7230,act_74_3,empty_room,2.4,1,,b,,,,,,jump,,,,
415,act_5_19,classroom,2.4,1,,,,,b,,,,,,wave,
10727,act_201_35,classroom,2.4,0,,,,,,,,,,,,
7693,act_78_70,empty_room,2.4,1,,,,,,c,,,,,,pick_up
5917,act_60_76,meeting_room,5.0,1,,,,,,d,,,,,,jump
6665,act_68_32,meeting_room,5.0,4,,e,,b,c,d,,lie_down,,sit_down,stand_up,wave
8118,act_82_99,empty_room,2.4,3,a,b,c,,,,stand_up,stand_up,stand_up,,,
5226,act_53_78,meeting_room,2.4,5,,e,a,b,c,d,,lie_down,lie_down,pick_up,pick_up,lie_down
3048,act_31_78,classroom,5.0,4,d,e,a,b,,,lie_down,lie_down,lie_down,pick_up,,
9625,act_98_22,empty_room,5.0,2,,,e,a,,,,,lie_down,pick_up,,
6706,act_68_73,meeting_room,5.0,4,,e,,b,c,d,,nothing,,walk,walk,nothing
10736,act_201_44,classroom,2.4,0,,,,,,,,,,,,
2908,act_30_37,classroom,5.0,3,e,,,,d,a,nothing,,,,wave,walk
8055,act_82_36,empty_room,2.4,3,d,e,a,,,,stand_up,nothing,walk,,,
5827,act_59_85,meeting_room,5.0,1,,,,,d,,,,,,wave,
2134,act_22_55,classroom,5.0,1,,,,e,,,,,,walk,,
1898,act_20_17,classroom,5.0,1,,c,,,,,,stand_up,,,,
6752,act_69_20,meeting_room,5.0,4,c,,e,,b,d,walk,,jump,,lie_down,rotation
8247,act_84_30,empty_room,2.4,3,d,,,,c,e,rotation,,,,pick_up,jump
10850,act_202_59,classroom,5.0,0,,,,,,,,,,,,
10190,act_103_92,empty_room,5.0,4,a,b,c,d,,,walk,walk,walk,walk,,
8754,act_89_42,empty_room,2.4,5,,a,b,c,d,e,,pick_up,sit_down,stand_up,nothing,lie_down
10769,act_201_77,classroom,2.4,0,,,,,,,,,,,,
7024,act_71_94,meeting_room,5.0,5,,b,c,d,e,a,,jump,jump,jump,jump,jump
1818,act_19_36,classroom,5.0,1,d,,,,,,stand_up,,,,,
1938,act_20_57,classroom,5.0,1,,c,,,,,,rotation,,,,
3856,act_39_94,meeting_room,2.4,1,,,c,,,,,,jump,,,
2336,act_24_59,classroom,5.0,1,,,,,,b,,,,,,wave
2073,act_21_93,classroom,5.0,1,,,c,,,,,,rotation,,,
8302,act_84_85,empty_room,2.4,3,e,,,,d,a,jump,,,,wave,jump
1727,act_18_44,classroom,2.4,5,e,,b,c,d,a,sit_down,,nothing,walk,rotation,stand_up
1048,act_11_58,classroom,2.4,3,,c,,e,,b,,jump,,wave,,jump
5808,act_59_66,meeting_room,5.0,1,,,,,b,,,,,,jump,
2816,act_29_44,classroom,5.0,3,,a,,c,,e,,stand_up,,walk,,sit_down
9067,act_92_58,empty_room,5.0,1,,c,,,,,,jump,,,,
2321,act_24_44,classroom,5.0,1,,,,,,e,,,,,,sit_down
4717,act_48_64,meeting_room,2.4,3,c,,,,b,d,nothing,,,,walk,nothing
4366,act_45_10,meeting_room,2.4,2,,,,,a,b,,,,,wave,nothing
4303,act_44_46,meeting_room,2.4,2,,,c,d,,,,,walk,walk,,
4900,act_50_49,meeting_room,2.4,4,,b,,d,e,a,,jump,,wave,lie_down,jump
767,act_8_74,classroom,2.4,2,,,a,b,,,,,walk,rotation,,
2862,act_29_90,classroom,5.0,3,,a,,c,,e,,stand_up,,stand_up,,stand_up
4709,act_48_56,meeting_room,2.4,3,b,,,,a,c,walk,,,,jump,walk
1145,act_12_56,classroom,2.4,3,b,,,,a,c,walk,,,,jump,walk
9237,act_94_30,empty_room,5.0,1,,,,b,,,,,,lie_down,,
2511,act_26_36,classroom,5.0,2,,,a,b,,,,,walk,rotation,,
2274,act_23_96,classroom,5.0,1,,,,,e,,,,,,lie_down,
5236,act_53_88,meeting_room,2.4,5,,a,b,c,d,e,,pick_up,pick_up,pick_up,sit_down,pick_up
5020,act_51_70,meeting_room,2.4,4,c,,e,,b,d,pick_up,,pick_up,,sit_down,pick_up
6249,act_64_12,meeting_room,5.0,3,b,c,d,,,,rotation,jump,wave,,,
10456,act_106_61,empty_room,5.0,5,b,c,d,e,a,,pick_up,pick_up,sit_down,sit_down,stand_up,
5028,act_51_78,meeting_room,2.4,4,d,,a,,c,e,lie_down,,lie_down,,pick_up,lie_down
103,act_2_4,classroom,2.4,1,,b,,,,,,wave,,,,
1990,act_21_10,classroom,5.0,1,,,d,,,,,,rotation,,,
9339,act_95_33,empty_room,5.0,1,,,,,c,,,,,,nothing,
7594,act_77_70,empty_room,2.4,1,,,,,b,,,,,,sit_down,
7146,act_73_18,empty_room,2.4,1,b,,,,,,stand_up,,,,,
829,act_9_37,classroom,2.4,2,,,,,d,e,,,,,wave,nothing
11224,act_206_37,empty_room,5.0,0,,,,,,,,,,,,
1673,act_17_89,classroom,2.4,5,,a,b,c,d,e,,sit_down,sit_down,sit_down,stand_up,sit_down
10989,act_203_99,meeting_room,2.4,0,,,,,,,,,,,,
7740,act_79_18,empty_room,2.4,2,b,c,,,,,stand_up,nothing,,,,
8922,act_91_12,empty_room,5.0,1,b,,,,,,rotation,,,,,
2857,act_29_85,classroom,5.0,3,,a,,c,,e,,jump,,jump,,jump
7373,act_75_47,empty_room,2.4,1,,,c,,,,,,rotation,,,
9033,act_92_24,empty_room,5.0,1,,d,,,,,,pick_up,,,,
2276,act_23_98,classroom,5.0,1,,,,,e,,,,,,sit_down,
8696,act_88_83,empty_room,2.4,5,e,a,b,c,d,,walk,walk,walk,walk,rotation,
10153,act_103_55,empty_room,5.0,4,b,c,d,e,,,nothing,nothing,walk,walk,,
4873,act_50_22,meeting_room,2.4,4,,d,,a,b,c,,wave,,pick_up,sit_down,jump
2046,act_21_66,classroom,5.0,1,,,e,,,,,,rotation,,,
10354,act_105_58,empty_room,5.0,4,b,,d,,a,c,jump,,wave,,lie_down,jump
4569,act_47_15,meeting_room,2.4,3,,c,,e,,b,,pick_up,,stand_up,,lie_down
3882,act_40_21,meeting_room,2.4,1,,,,a,,,,,,lie_down,,
1296,act_14_9,classroom,2.4,4,,b,,d,e,a,,nothing,,rotation,jump,stand_up
7927,act_81_7,empty_room,2.4,2,,,,,e,a,,,,,walk,pick_up
592,act_6_97,classroom,2.4,1,,,,,,a,,,,,,pick_up
222,act_3_24,classroom,2.4,1,,,e,,,,,,sit_down,,,
6976,act_71_46,meeting_room,5.0,5,,b,c,d,e,a,,nothing,walk,walk,rotation,nothing
7177,act_73_49,empty_room,2.4,1,a,,,,,,jump,,,,,
9536,act_97_32,empty_room,5.0,2,d,e,,,,,wave,lie_down,,,,
859,act_9_67,classroom,2.4,2,,,,,b,c,,,,,wave,jump
9814,act_100_13,empty_room,5.0,3,b,c,d,,,,jump,wave,lie_down,,,
8601,act_87_87,empty_room,2.4,4,e,,b,,d,a,lie_down,,lie_down,,pick_up,lie_down
6496,act_66_61,meeting_room,5.0,3,b,,,,a,c,pick_up,,,,stand_up,pick_up
842,act_9_50,classroom,2.4,2,,,,,e,a,,,,,pick_up,wave
3112,act_32_43,classroom,5.0,4,,a,,c,d,e,,sit_down,,nothing,walk,pick_up
3843,act_39_81,meeting_room,2.4,1,,,a,,,,,,stand_up,,,
10449,act_106_54,empty_room,5.0,5,a,b,c,d,e,,stand_up,stand_up,nothing,nothing,walk,
8719,act_89_7,empty_room,2.4,5,,b,c,d,e,a,,sit_down,stand_up,nothing,walk,pick_up
995,act_11_5,classroom,2.4,3,,b,,d,,a,,lie_down,,sit_down,,wave
8819,act_90_8,empty_room,2.4,5,a,,c,d,e,b,sit_down,,nothing,walk,rotation,stand_up
5585,act_57_41,meeting_room,5.0,1,,,b,,,,,,pick_up,,,
1555,act_16_70,classroom,2.4,5,c,d,e,a,b,,pick_up,pick_up,pick_up,sit_down,sit_down,
8150,act_83_32,empty_room,2.4,3,,e,,b,,d,,lie_down,,sit_down,,wave
4355,act_44_98,meeting_room,2.4,2,,,c,d,,,,,sit_down,sit_down,,
6595,act_67_61,meeting_room,5.0,4,b,c,d,e,,,pick_up,pick_up,sit_down,sit_down,,
8537,act_87_23,empty_room,2.4,4,c,,e,,b,d,wave,,pick_up,,stand_up,lie_down
3547,act_36_82,classroom,5.0,5,e,,b,c,d,a,nothing,,nothing,nothing,walk,nothing
5866,act_60_25,meeting_room,5.0,1,,,,,,c,,,,,,pick_up
2849,act_29_77,classroom,5.0,3,,e,,b,,d,,wave,,lie_down,,wave
5466,act_56_21,meeting_room,5.0,1,,d,,,,,,jump,,,,
7840,act_80_19,empty_room,2.4,2,,,e,a,,,,,rotation,jump,,
2514,act_26_39,classroom,5.0,2,,,b,c,,,,,wave,lie_down,,
5689,act_58_46,meeting_room,5.0,1,,,,d,,,,,,walk,,
1464,act_15_78,classroom,2.4,4,d,,a,,c,e,lie_down,,lie_down,,pick_up,lie_down
9648,act_98_45,empty_room,5.0,2,,,b,c,,,,,walk,rotation,,
9995,act_101_95,empty_room,5.0,3,,b,,d,,a,,wave,,wave,,wave
2836,act_29_64,classroom,5.0,3,,d,,a,,c,,nothing,,walk,,nothing
7304,act_74_77,empty_room,2.4,1,,e,,,,,,wave,,,,
6135,act_62_96,meeting_room,5.0,2,,,c,d,,,,,lie_down,lie_down,,
2234,act_23_56,classroom,5.0,1,,,,,a,,,,,,jump,
10565,act_107_71,empty_room,5.0,5,,d,e,a,b,c,,sit_down,sit_down,stand_up,stand_up,sit_down
401,act_5_5,classroom,2.4,1,,,,,e,,,,,,stand_up,
9250,act_94_43,empty_room,5.0,1,,,,c,,,,,,nothing,,
9774,act_99_72,empty_room,5.0,2,,,,,b,c,,,,,nothing,stand_up
9007,act_91_97,empty_room,5.0,1,a,,,,,,pick_up,,,,,
9380,act_95_74,empty_room,5.0,1,,,,,c,,,,,,rotation,
